,Price (Cr),Location,Area (Marla),Bedrooms,Bathrooms
714,9.0,6.419117647058823,16.0,7,6
715,9.5,11.531578947368422,14.2,6,6
716,11.5,9.743124363636364,20.0,5,6
717,9.4,3.5698529411764706,20.0,6,6
718,4.3,2.511978787878788,8.0,6,6
719,2.02,6.84,6.6,2,2
720,0.78,9.743124363636364,3.6,2,2
721,1.55,9.743124363636364,7.3,3,3
722,9.5,18.38326530612245,13.3,3,4
723,2.1,3.5698529411764706,5.0,4,4
724,6.0,3.583207547169811,12.0,6,7
725,5.8,4.242857142857143,8.0,8,6
726,7.25,3.583207547169811,12.0,7,7
727,10.0,9.743124363636364,20.0,6,6
728,6.85,4.642857142857143,8.0,5,5
729,23.0,55.45526315789474,17.8,5,5
730,8.35,18.38326530612245,8.7,3,4
731,2.75,4.157913669064748,5.0,3,6
732,13.7,9.743124363636364,20.0,5,6
733,11.9,9.743124363636364,20.0,5,6
734,6.75,9.743124363636364,10.0,5,6
735,13.0,9.743124363636364,20.0,5,6
736,45.0,36.195757575757575,17.8,6,6
737,5.0,2.5766666666666667,20.0,6,6
738,0.8761,0.8761,4.2,1,1
739,11.5,10.208433734939758,10.0,5,6
740,3.45,2.5246153846153847,3.1,1,1
741,4.3,4.642857142857143,7.2,2,2
742,5.45,4.642857142857143,9.1,3,3
743,5.3,4.642857142857143,8.7,3,3
744,4.4,4.642857142857143,7.2,2,2
745,4.3,4.642857142857143,7.2,2,2
746,3.5,4.642857142857143,5.6,2,2
747,13.5,9.743124363636364,20.0,6,6
748,3.15,15.18939393939394,5.8,2,2
749,16.0,15.18939393939394,20.0,6,6
750,22.0,15.18939393939394,26.0,6,6
751,1.8,2.308888888888889,5.5,2,2
752,1.6,3.583207547169811,5.0,2,2
753,4.3,8.066666666666666,3.5,4,5
754,17.0,11.531578947368422,14.7,9,7
755,55.0,52.91935483870968,22.0,6,6
756,16.5,11.531578947368422,16.0,7,6
757,6.75,11.531578947368422,6.7,5,5
758,14.5,11.531578947368422,14.0,9,6
759,15.0,15.18939393939394,26.0,5,5
760,6.25,4.157913669064748,10.0,5,6
761,3.5,3.5698529411764706,8.0,4,4
762,10.5,10.208433734939758,8.0,7,6
763,12.2,9.743124363636364,20.0,6,6
764,3.95,10.208433734939758,5.6,4,4
765,0.77,2.5733333333333337,2.1,1,1
766,3.0,5.2,8.0,5,6
767,2.8,3.216666666666667,12.0,3,4
768,3.15,3.583207547169811,8.0,5,6
769,13.9,9.743124363636364,20.0,5,6
770,3.75,3.5698529411764706,8.0,5,5
771,9.25,9.743124363636364,20.0,6,6
772,10.9,9.743124363636364,20.0,6,6
773,22.0,9.743124363636364,40.0,5,6
774,13.5,9.743124363636364,20.0,6,6
775,12.5,9.743124363636364,20.0,5,6
776,75.0,36.195757575757575,72.0,7,7
777,0.47,2.584,2.9,2,2
778,4.0,6.419117647058823,7.2,3,3
779,2.7,4.157913669064748,5.0,4,5
780,10.9,9.743124363636364,20.0,5,6
781,14.9,9.743124363636364,20.0,5,6
782,7.5,3.583207547169811,20.0,7,6
783,12.8,9.743124363636364,20.0,5,6
784,4.65,10.208433734939758,4.0,3,4
785,7.5,9.458333333333334,8.9,2,2
786,2.9,2.9,10.0,5,6
787,6.5,6.986666666666667,7.1,3,2
788,6.5,3.5698529411764706,14.0,6,7
789,2.0,8.066666666666666,4.2,1,1
790,13.75,9.743124363636364,20.0,5,6
791,24.0,24.0,20.0,6,6
792,5.35,5.35,20.0,4,4
793,4.0,3.543,7.0,4,4
794,3.5,3.5698529411764706,10.0,6,6
795,14.9,9.743124363636364,20.0,5,6
796,1.3,6.419117647058823,4.0,2,2
797,2.5,6.419117647058823,6.2,2,2
798,3.95,7.064183673469388,4.0,4,5
799,14.0,18.38326530612245,12.4,4,4
800,13.25,18.38326530612245,12.4,4,5
801,13.9,9.743124363636364,20.0,5,6
802,11.9,9.743124363636364,20.0,6,6
803,1.73,2.6766666666666667,5.1,2,2
804,2.2,4.157913669064748,5.0,3,5
805,5.5,4.157913669064748,10.0,5,6
806,2.4,4.157913669064748,5.0,3,5
807,2.6,4.157913669064748,5.0,4,5
808,2.32,2.5246153846153847,5.0,5,6
809,1.82,2.5246153846153847,5.0,4,5
810,20.0,8.486666666666666,26.0,8,7
811,5.9,4.157913669064748,10.0,5,6
812,6.9,6.596428571428572,14.0,8,6
813,1.4,2.58,8.0,2,3
814,3.5,2.58,10.0,6,6
815,4.3,7.064183673469388,4.0,5,5
816,16.0,9.666666666666666,14.8,3,4
817,10.0,9.743124363636364,20.0,5,6
818,0.52,2.9976595744680847,2.3,1,1
819,23.0,15.875,19.3,4,6
820,8.5,10.208433734939758,10.0,4,5
821,6.5,6.419117647058823,10.0,5,5
822,50.0,52.91935483870968,40.0,6,6
823,4.25,3.5072727272727273,7.0,5,5
824,6.8,7.064183673469388,7.0,5,7
825,7.0,7.064183673469388,7.0,5,6
826,2.9,6.419117647058823,9.8,3,3
827,13.5,9.743124363636364,20.0,8,6
828,1.45,1.25,6.2,3,3
829,1.45,9.743124363636364,5.1,3,3
830,2.1,9.743124363636364,9.1,3,3
831,3.05,2.5246153846153847,8.0,5,6
832,5.7,18.38326530612245,3.8,1,1
833,3.5,2.511978787878788,10.0,5,4
834,21.0,15.18939393939394,26.0,6,6
835,15.1,15.18939393939394,18.0,4,4
836,42.0,36.195757575757575,40.0,6,6
837,1.85,4.642857142857143,3.1,2,2
838,5.65,6.419117647058823,6.0,5,6
839,13.8,8.066666666666666,22.0,4,4
840,7.4,6.419117647058823,8.0,5,5
841,1.15,9.743124363636364,2.7,1,1
842,1.6,4.642857142857143,1.6,1,1
843,4.25,4.157913669064748,10.0,5,6
844,4.4,4.157913669064748,10.0,5,6
845,5.15,4.157913669064748,10.0,5,6
846,1.2,9.743124363636364,2.7,1,1
847,4.0,18.38326530612245,6.2,2,2
848,4.4,4.157913669064748,10.0,5,6
